"SS"	"PromoterDistance"	"DistTerm"	"Distance"	"sameStrand"	"DownDistance"	"sameDownStrand"
"X_nematophila_RAND_275"	0	0	1000	-2956	1	668	1
"X_nematophila_RAND_276"	-4.1	-530	1000	0	1	0	1
"X_nematophila_RAND_277"	-32.2	-176	1000	0	0	0	0
"X_nematophila_RAND_278"	-18.6	0	1000	0	0	0	0
"X_nematophila_RAND_279"	-4.2	0	1000	0	0	0	0
"X_nematophila_RAND_280"	-3.9	-213	1000	0	1	0	1
"X_nematophila_RAND_281"	-7.6	0	1000	0	1	0	1
"X_nematophila_RAND_282"	-27.6	-49	1000	0	1	0	1
"X_nematophila_RAND_283"	-10.9	-737	1000	0	1	0	1
"X_nematophila_RAND_284"	-14.1	-177	730	0	1	0	1
"X_nematophila_RAND_285"	-7.5	-854	86	0	1	0	1
"X_nematophila_RAND_286"	-16.2	-13	1000	0	0	0	0
"X_nematophila_RAND_287"	0	-447	1000	0	1	0	1
"X_nematophila_RAND_288"	-7.4	-257	1000	0	0	0	0
"X_nematophila_RAND_289"	-43.7	0	1000	0	1	0	1
"X_nematophila_RAND_291"	-9.2	-105	1000	0	0	0	0
"X_nematophila_RAND_292"	-1.5	0	218	0	1	0	1
"X_nematophila_RAND_293"	-6.5	-13	1000	0	0	0	0
"X_nematophila_RAND_294"	-48.4	-708	1000	0	0	0	1
"X_nematophila_RAND_295"	-20	-221	0	-20	0	0	1
"X_nematophila_RAND_297"	-5	-745	1000	0	0	0	0
"X_nematophila_RAND_298"	-12.2	0	1000	0	0	0	0
"X_nematophila_RAND_299"	-16	-920	343	-378	0	1470	1
"X_nematophila_RAND_300"	-43.1	-117	903	-1637	0	137	1
"X_nematophila_RAND_301"	-16.2	-4	1000	0	0	0	0
"X_nematophila_RAND_302"	-4.7	-37	1000	-814	0	320	1
"X_nematophila_RAND_304"	0	-34	1000	0	1	0	1
"X_nematophila_RAND_305"	-7.6	-37	833	0	0	0	0
"X_nematophila_RAND_306"	-17	-14	1000	0	0	0	0
"X_nematophila_RAND_307"	0	-69	94	-328	1	597	0
"X_nematophila_RAND_308"	2.5	-48	1000	-66	1	273	0
"X_nematophila_RAND_309"	-3.2	-1000	1000	0	0	0	0
"X_nematophila_RAND_310"	-3	-111	1000	0	1	0	1
"X_nematophila_RAND_311"	-76.4	0	1000	-1198	1	3716	1
"X_nematophila_RAND_312"	-10.4	-904	1000	0	1	0	1
"X_nematophila_RAND_313"	-25.2	-1000	1000	0	1	0	1
"X_nematophila_RAND_314"	-6.7	-1000	1000	0	1	0	1
"X_nematophila_RAND_315"	-6	-238	1000	0	0	0	0
"X_nematophila_RAND_316"	-11.2	0	1000	0	0	368	0
"X_nematophila_RAND_317"	-35.2	0	1000	0	0	0	0
"X_nematophila_RAND_318"	-16.8	-794	460	0	0	0	0
"X_nematophila_RAND_319"	-17.4	-67	1000	0	1	0	1
"X_nematophila_RAND_320"	-40	-1000	1000	0	1	0	1
"X_nematophila_RAND_321"	-18.1	-7	1000	0	0	0	0
"X_nematophila_RAND_322"	-37.67	-1000	1000	0	0	0	0
"X_nematophila_RAND_324"	-1.4	0	1000	-190	1	116	1
"X_nematophila_RAND_326"	-10.8	0	1000	0	1	0	1
"X_nematophila_RAND_327"	-25.3	-199	1000	0	0	0	0
"X_nematophila_RAND_328"	-5.4	-41	1000	-726	1	390	1
"X_nematophila_RAND_329"	-51.5	0	1000	0	0	0	0
"X_nematophila_RAND_330"	-21.8	-70	1000	-1059	1	1039	1
"X_nematophila_RAND_331"	-6.2	-928	1000	0	0	0	0
"X_nematophila_RAND_332"	-31	-412	1000	0	0	0	0
"X_nematophila_RAND_333"	-31.8	-1000	1000	0	0	0	0
"X_nematophila_RAND_334"	-9.2	-136	471	0	1	0	1
"X_nematophila_RAND_335"	-8.1	0	1000	-1400	0	0	0
"X_nematophila_RAND_336"	1.1	0	1000	0	1	0	1
"X_nematophila_RAND_338"	-28.3	-5	1000	0	1	0	1
"X_nematophila_RAND_339"	0	-74	1000	-6	0	161	0
"X_nematophila_RAND_340"	-17.8	0	1000	0	0	0	0
"X_nematophila_RAND_341"	0	-198	1000	0	0	0	0
"X_nematophila_RAND_342"	-25.7	-60	0	0	1	720	1
"X_nematophila_RAND_343"	-24.6	-1000	511	0	0	0	0
"X_nematophila_RAND_344"	-13.2	-1000	1000	0	1	0	1
"X_nematophila_RAND_345"	-15.3	-433	63	0	0	0	0
"X_nematophila_RAND_346"	-12.4	-109	1000	0	0	0	0
"X_nematophila_RAND_347"	-28.61	0	1000	0	1	146	1
"X_nematophila_RAND_348"	-59.11	0	1000	0	1	0	1
"X_nematophila_RAND_349"	-19.4	-25	526	0	1	0	1
"X_nematophila_RAND_350"	-9.9	-827	1000	0	1	0	1
"X_nematophila_RAND_351"	-7.3	0	1000	0	0	0	0
"X_nematophila_RAND_352"	0	-16	1000	-263	0	1044	0
"X_nematophila_RAND_353"	-2.6	-84	1000	0	1	0	1
"X_nematophila_RAND_354"	-8.5	-418	1000	-11	1	1442	1
"X_nematophila_RAND_355"	-26.5	-560	1000	0	1	0	1
"X_nematophila_RAND_356"	-37.4	-273	1000	0	0	0	0
"X_nematophila_RAND_357"	-11.8	-464	1000	0	1	0	1
"X_nematophila_RAND_358"	-69.5	-1000	1000	0	0	0	0
"X_nematophila_RAND_359"	-1.4	-364	1000	-79	1	5	1
"X_nematophila_RAND_361"	-16.9	-127	262	0	0	91	0
"X_nematophila_RAND_362"	-15.2	-1000	635	0	0	0	0
"X_nematophila_RAND_363"	-4.8	-194	1000	0	1	0	1
"X_nematophila_RAND_366"	-14.4	-31	895	0	0	0	0
"X_nematophila_RAND_367"	-27.4	-213	1000	-980	0	185	0
"X_nematophila_RAND_368"	-27.3	0	1000	0	0	0	0
"X_nematophila_RAND_369"	-47.1	-883	1000	0	1	0	1
"X_nematophila_RAND_370"	0.9	-144	1000	-1166	0	1417	0
"X_nematophila_RAND_371"	-23.8	-390	1000	-2404	1	181	1
"X_nematophila_RAND_372"	-30.81	-311	284	-2498	0	10	0
"X_nematophila_RAND_373"	-9.2	-829	1000	0	0	0	0
"X_nematophila_RAND_374"	-10.6	-104	1000	0	1	0	1
"X_nematophila_RAND_375"	-30.7	-444	1000	0	1	12	1
"X_nematophila_RAND_376"	-8.5	-605	1000	0	0	0	0
"X_nematophila_RAND_377"	-25	-666	1000	0	0	0	0
"X_nematophila_RAND_378"	-29.21	-8	1000	0	1	0	1
"X_nematophila_RAND_379"	-17.8	-753	1000	-316	1	0	0
"X_nematophila_RAND_381"	-13.7	-620	1000	0	0	0	0
"X_nematophila_RAND_382"	-17.2	-242	1000	0	0	0	0
"X_nematophila_RAND_383"	-29	0	1000	-246	0	131	1
"X_nematophila_RAND_384"	-35.8	-814	1000	-449	1	1482	1
"X_nematophila_RAND_386"	-75.8	-1000	1000	0	1	0	1
"X_nematophila_RAND_387"	-1.4	0	1000	0	0	0	0
"X_nematophila_RAND_388"	-10.6	-96	1000	0	1	0	1
"X_nematophila_RAND_389"	0	-137	1000	-131	1	2	1
"X_nematophila_RAND_390"	-29.24	-844	69	-130	0	0	1
"X_nematophila_RAND_391"	-36.7	-481	458	0	1	0	1
"X_nematophila_RAND_392"	-9.9	-945	691	0	1	0	1
"X_nematophila_RAND_393"	-15.1	0	1000	0	0	0	0
"X_nematophila_RAND_394"	-12.4	-42	1000	0	0	0	0
"X_nematophila_RAND_395"	-4	0	314	0	0	0	0
"X_nematophila_RAND_396"	0	-153	1000	0	0	0	0
"X_nematophila_RAND_398"	-9.3	-296	1000	0	0	0	0
"X_nematophila_RAND_400"	-29.8	0	1000	0	0	0	0
"X_nematophila_RAND_401"	-15.34	0	1000	-1	1	107	0
"X_nematophila_RAND_404"	-24.7	0	1000	0	0	0	0
"X_nematophila_RAND_405"	-6.6	0	1000	0	0	0	1
"X_nematophila_RAND_406"	-16.8	-364	1000	-449	1	942	1
"X_nematophila_RAND_407"	0	-883	1000	-153	0	114	0
"X_nematophila_RAND_409"	-6.3	-675	191	0	1	0	1
"X_nematophila_RAND_411"	0	-227	1000	0	0	0	0
"X_nematophila_RAND_412"	0	0	1000	-805	1	0	1
"X_nematophila_RAND_413"	-30.2	-876	1000	0	0	0	0
"X_nematophila_RAND_414"	-13.1	0	1000	0	1	95	1
"X_nematophila_RAND_415"	-9	-1000	1000	0	0	0	0
"X_nematophila_RAND_416"	-7.4	-275	1000	0	0	0	0
"X_nematophila_RAND_417"	-11.2	-54	1000	0	1	0	1
"X_nematophila_RAND_418"	-12.3	-995	1000	0	1	0	1
"X_nematophila_RAND_419"	-8.5	-1000	1000	0	1	0	1
"X_nematophila_RAND_420"	-2.6	-598	1000	0	1	0	1
"X_nematophila_RAND_421"	-51.71	0	1000	0	1	0	1
"X_nematophila_RAND_423"	-18.4	-135	264	0	1	0	1
"X_nematophila_RAND_424"	-7.5	-746	624	0	1	0	1
"X_nematophila_RAND_425"	-3.9	-358	1000	0	0	0	0
"X_nematophila_RAND_426"	-23.6	-237	1000	0	0	0	0
"X_nematophila_RAND_427"	-9.1	-398	645	0	1	0	1
"X_nematophila_RAND_429"	-18.3	-371	675	0	0	0	0
"X_nematophila_RAND_430"	-16.4	-844	777	0	0	0	0
"X_nematophila_RAND_431"	-7.64	0	0	0	0	0	0
"X_nematophila_RAND_432"	-15.5	-70	1000	0	0	0	0
"X_nematophila_RAND_433"	-5.9	-92	295	0	0	0	0
"X_nematophila_RAND_435"	-5.5	0	184	0	0	0	0
"X_nematophila_RAND_436"	-22.7	0	54	0	1	0	1
"X_nematophila_RAND_438"	-11.1	-1000	1000	0	1	0	1
"X_nematophila_RAND_439"	-45.4	-493	1000	0	1	0	1
"X_nematophila_RAND_440"	-17.3	-296	1000	0	0	0	0
"X_nematophila_RAND_441"	-9.5	0	1000	0	1	0	1
"X_nematophila_RAND_442"	-22.6	0	1000	0	1	0	1
"X_nematophila_RAND_443"	-10.4	0	1000	0	0	0	0
"X_nematophila_RAND_444"	-43	-298	0	-110	1	0	1
"X_nematophila_RAND_446"	-6.8	-184	42	-229	1	287	1
"X_nematophila_RAND_447"	-10.1	-911	1000	0	0	0	0
"X_nematophila_RAND_448"	-32.3	0	1000	0	1	0	1
"X_nematophila_RAND_449"	0	-413	1000	0	1	0	1
"X_nematophila_RAND_450"	-37.85	-619	1000	0	1	0	1
"X_nematophila_RAND_453"	-19	-548	613	0	1	0	1
"X_nematophila_RAND_454"	-32.1	0	1000	0	0	0	0
"X_nematophila_RAND_455"	-19.9	-1000	1000	0	0	0	0
"X_nematophila_RAND_456"	-11.2	-1000	1000	0	0	0	0
"X_nematophila_RAND_458"	-9.2	0	1000	-143	0	0	1
"X_nematophila_RAND_459"	-15.6	-70	1000	0	0	0	0
"X_nematophila_RAND_460"	-39.4	-337	457	0	1	0	1
"X_nematophila_RAND_461"	-0.1	-302	1000	0	1	0	1
"X_nematophila_RAND_462"	-37.79	-19	1000	0	1	0	1
"X_nematophila_RAND_463"	-22.8	-926	1000	0	1	0	1
"X_nematophila_RAND_464"	-16.5	-2	1000	0	1	0	1
"X_nematophila_RAND_465"	-19.4	-1000	1000	0	0	0	0
"X_nematophila_RAND_466"	1.2	-77	1000	0	0	0	0
"X_nematophila_RAND_467"	-19.9	-277	1000	0	1	0	1
"X_nematophila_RAND_469"	-35.8	-1000	1000	0	1	0	1
"X_nematophila_RAND_470"	-5.5	-260	1000	0	0	0	0
"X_nematophila_RAND_471"	0	-72	1000	-1473	1	375	1
"X_nematophila_RAND_473"	-11.7	-1000	1000	0	1	0	1
"X_nematophila_RAND_474"	-46.04	0	611	0	1	0	1
"X_nematophila_RAND_475"	-12.4	-221	1000	0	0	0	0
"X_nematophila_RAND_476"	-10.7	0	0	0	1	939	1
"X_nematophila_RAND_477"	-8.4	-277	1000	0	1	0	1
"X_nematophila_RAND_478"	-2	0	1000	-172	0	393	1
"X_nematophila_RAND_480"	-7.4	-13	1000	0	1	0	1
"X_nematophila_RAND_481"	-9.17	-507	1000	-89	1	0	1
"X_nematophila_RAND_482"	-8.8	0	1000	-109	0	0	0
"X_nematophila_RAND_483"	2.6	-406	0	-268	0	202	0
"X_nematophila_RAND_484"	-10.9	-1000	1000	0	1	0	1
"X_nematophila_RAND_485"	-63.3	-734	0	0	0	1835	1
"X_nematophila_RAND_486"	-17.8	0	1000	0	1	0	1
"X_nematophila_RAND_488"	-1.9	-11	1000	0	0	0	0
"X_nematophila_RAND_489"	3.7	-1000	1000	-472	0	1282	0
"X_nematophila_RAND_490"	-5.5	-1000	572	0	1	0	1
"X_nematophila_RAND_491"	-16.9	-933	1000	-35	0	1048	1
"X_nematophila_RAND_492"	-6.7	0	1000	0	0	0	0
"X_nematophila_RAND_493"	-32.52	-859	1000	0	1	0	1
"X_nematophila_RAND_494"	5.66	-400	1000	0	0	0	0
"X_nematophila_RAND_495"	-4	-160	1000	0	1	0	1
"X_nematophila_RAND_496"	-22.2	-47	1000	0	1	0	1
"X_nematophila_RAND_498"	-22.8	-939	950	0	1	0	1
"X_nematophila_RAND_499"	-14.5	-103	1000	0	1	0	1
"X_nematophila_RAND_502"	-19.72	-939	1000	0	0	0	0
"X_nematophila_RAND_503"	-2.3	-144	1000	0	0	0	0
"X_nematophila_RAND_504"	-11.4	-1000	1000	0	1	0	1
"X_nematophila_RAND_505"	-12.34	-283	1000	-125	1	994	1
"X_nematophila_RAND_506"	-11.9	-52	814	-188	0	961	0
"X_nematophila_RAND_507"	-23.8	0	8	-1086	1	0	1
"X_nematophila_RAND_508"	-9.7	-209	1000	0	1	0	1
"X_nematophila_RAND_509"	-11.9	-1000	1000	0	0	0	0
"X_nematophila_RAND_510"	-14.7	0	653	0	1	0	1
"X_nematophila_RAND_511"	-6.3	-7	575	0	0	0	0
"X_nematophila_RAND_512"	-59.11	-961	260	0	1	0	1
"X_nematophila_RAND_513"	-15.7	-261	1000	0	0	0	0
"X_nematophila_RAND_514"	-18.9	-59	1000	0	0	0	0
"X_nematophila_RAND_515"	-33.2	-1000	903	0	0	0	0
"X_nematophila_RAND_516"	-6.9	-262	1000	0	1	0	1
"X_nematophila_RAND_517"	-4.4	-542	1000	0	1	0	1
"X_nematophila_RAND_518"	-3.1	-98	1000	-47	1	0	1
"X_nematophila_RAND_519"	-4.3	-268	170	0	1	0	1
"X_nematophila_RAND_520"	0	0	1000	-1460	1	229	0
"X_nematophila_RAND_521"	-23.2	-55	1000	0	0	0	0
"X_nematophila_RAND_522"	-3.3	-450	1000	0	1	0	1
"X_nematophila_RAND_523"	-16.2	-51	1000	0	1	0	1
"X_nematophila_RAND_524"	-4.39	0	16	0	1	0	1
"X_nematophila_RAND_525"	-6.1	-894	1000	0	0	0	0
"X_nematophila_RAND_526"	-15.8	-387	1000	0	0	0	0
"X_nematophila_RAND_527"	-20	-1000	1000	0	0	0	0
"X_nematophila_RAND_528"	0	-19	1000	0	0	0	0
"X_nematophila_RAND_529"	-38	0	1000	0	0	0	0
"X_nematophila_RAND_530"	3.9	-26	1000	0	0	0	0
"X_nematophila_RAND_531"	-35.7	-864	1000	0	0	0	0
"X_nematophila_RAND_532"	-20.9	-1000	1000	0	1	0	1
"X_nematophila_RAND_533"	-10.8	-1000	145	0	0	0	0
"X_nematophila_RAND_534"	-70	0	1000	0	1	94	1
"X_nematophila_RAND_535"	-19.2	-500	1000	0	0	0	0
"X_nematophila_RAND_536"	-10.2	-400	1000	-231	0	855	0
"X_nematophila_RAND_538"	-60.2	0	158	-220	1	0	1
"X_nematophila_RAND_539"	-12.2	-568	1000	0	1	0	1
"X_nematophila_RAND_540"	-15.7	-76	541	0	1	0	1
"X_nematophila_RAND_542"	-11.9	-369	1000	0	1	0	1
"X_nematophila_RAND_543"	-13.6	0	622	0	1	0	1
"X_nematophila_RAND_545"	-23.5	0	1000	-49	1	399	1
"X_nematophila_RAND_546"	-10.6	-1000	1000	0	1	0	1
"X_nematophila_RAND_547"	-11.4	0	1000	0	1	0	1
