id	SS	PromoterDistance	DistTerm	Distance	sameStrand	DownDistance	sameDownStrand	AAAA/TTTT	AAAC/GTTT	AAAG/CTTT	AAAT/ATTT	AACA/TGTT	AACC/GGTT	AACG/CGTT	AACT/AGTT	AAGA/TCTT	AAGC/GCTT	AAGG/CCTT	AAGT/ACTT	AATA/TATT	AATC/GATT	AATG/CATT	AATT/AATT	ACAA/TTGT	ACAC/GTGT	ACAG/CTGT	ACAT/ATGT	ACCA/TGGT	ACCC/GGGT	ACCG/CGGT	ACCT/AGGT	ACGA/TCGT	ACGC/GCGT	ACGG/CCGT	ACGT/ACGT	ACTA/TAGT	ACTC/GAGT	ACTG/CAGT	AGAA/TTCT	AGAC/GTCT	AGAG/CTCT	AGAT/ATCT	AGCA/TGCT	AGCC/GGCT	AGCG/CGCT	AGCT/AGCT	AGGA/TCCT	AGGC/GCCT	AGGG/CCCT	AGTA/TACT	AGTC/GACT	AGTG/CACT	ATAA/TTAT	ATAC/GTAT	ATAG/CTAT	ATAT/ATAT	ATCA/TGAT	ATCC/GGAT	ATCG/CGAT	ATGA/TCAT	ATGC/GCAT	ATGG/CCAT	ATTA/TAAT	ATTC/GAAT	ATTG/CAAT	CAAA/TTTG	CAAC/GTTG	CAAG/CTTG	CACA/TGTG	CACC/GGTG	CACG/CGTG	CAGA/TCTG	CAGC/GCTG	CAGG/CCTG	CATA/TATG	CATC/GATG	CATG/CATG	CCAA/TTGG	CCAC/GTGG	CCAG/CTGG	CCCA/TGGG	CCCC/GGGG	CCCG/CGGG	CCGA/TCGG	CCGC/GCGG	CCGG/CCGG	CCTA/TAGG	CCTC/GAGG	CGAA/TTCG	CGAC/GTCG	CGAG/CTCG	CGCA/TGCG	CGCC/GGCG	CGCG/CGCG	CGGA/TCCG	CGGC/GCCG	CGTA/TACG	CGTC/GACG	CTAA/TTAG	CTAC/GTAG	CTAG/CTAG	CTCA/TGAG	CTCC/GGAG	CTGA/TCAG	CTGC/GCAG	CTTA/TAAG	CTTC/GAAG	GAAA/TTTC	GAAC/GTTC	GACA/TGTC	GACC/GGTC	GAGA/TCTC	GAGC/GCTC	GATA/TATC	GATC/GATC	GCAA/TTGC	GCAC/GTGC	GCCA/TGGC	GCCC/GGGC	GCGA/TCGC	GCGC/GCGC	GCTA/TAGC	GGAA/TTCC	GGAC/GTCC	GGCA/TGCC	GGCC/GGCC	GGGA/TCCC	GGTA/TACC	GTAA/TTAC	GTAC/GTAC	GTCA/TGAC	GTGA/TCAC	GTTA/TAAC	TAAA/TTTA	TACA/TGTA	TAGA/TCTA	TATA/TATA	TCAA/TTGA	TCCA/TGGA	TCGA/TCGA	TGAA/TTCA	TGCA/TGCA	TTAA/TTAA	Class
S_enterica_LT2_RAND_702	-18.1	-278	476	0	1	0	1	0.012820513	0.012820513	0.012820513	0.012820513	0	0.025641026	0.012820513	0	0.012820513	0	0	0.012820513	0	0.025641026	0	0	0	0	0.012820513	0	0	0	0.025641026	0.012820513	0.012820513	0.012820513	0.012820513	0	0	0	0	0	0	0.012820513	0	0	0.025641026	0	0.012820513	0	0.012820513	0	0	0	0.012820513	0.025641026	0	0	0	0.025641026	0.012820513	0.025641026	0.012820513	0	0	0	0.012820513	0	0.012820513	0.012820513	0	0	0.012820513	0	0	0.025641026	0.012820513	0.012820513	0	0	0	0	0.012820513	0	0	0.012820513	0.012820513	0	0.025641026	0	0.012820513	0.012820513	0.012820513	0	0.012820513	0.025641026	0.012820513	0.012820513	0.025641026	0	0.025641026	0	0.012820513	0	0	0	0.012820513	0	0.012820513	0	0.012820513	0	0	0	0	0	0.012820513	0.012820513	0.025641026	0	0.012820513	0.012820513	0.025641026	0.012820513	0.012820513	0	0	0.012820513	0	0	0	0	0	0.012820513	0.025641026	0	0.012820513	0.012820513	0	0	0	0	0	0.012820513	0	0	0
S_enterica_LT2_RAND_703	-33.6	0	1000	0	0	0	0	0	0	0.007042254	0.014084507	0	0.007042254	0.014084507	0.007042254	0.007042254	0.021126761	0	0.021126761	0	0.021126761	0	0	0	0	0	0	0.021126761	0	0.014084507	0.014084507	0	0.014084507	0.014084507	0.007042254	0	0	0	0.007042254	0.014084507	0.007042254	0	0.007042254	0.014084507	0.014084507	0	0	0.007042254	0	0	0.007042254	0.007042254	0.014084507	0	0.014084507	0.007042254	0.014084507	0.014084507	0.014084507	0.007042254	0.007042254	0.014084507	0.007042254	0	0	0.007042254	0.014084507	0.007042254	0	0.014084507	0.007042254	0.014084507	0	0.014084507	0.021126761	0.007042254	0	0	0.007042254	0.021126761	0	0	0.007042254	0.014084507	0.014084507	0	0.007042254	0	0	0.021126761	0.007042254	0.007042254	0.007042254	0.021126761	0.014084507	0.007042254	0	0.021126761	0	0	0	0	0	0.007042254	0	0	0.035211268	0.014084507	0	0	0.021126761	0.007042254	0.007042254	0.014084507	0	0	0.014084507	0.007042254	0	0.014084507	0.014084507	0.007042254	0.021126761	0	0	0	0.007042254	0.007042254	0.007042254	0	0.014084507	0.007042254	0.014084507	0	0	0	0.007042254	0.028169014	0.014084507	0.007042254	0.021126761	0	0	0
S_enterica_LT2_RAND_704	-33.2	0	1000	0	1	0	1	0.019553073	0.005586592	0.005586592	0.039106145	0.002793296	0.008379888	0.002793296	0.008379888	0.005586592	0.011173184	0.005586592	0.005586592	0.041899441	0.01396648	0.005586592	0.01396648	0.005586592	0.002793296	0	0.005586592	0.005586592	0.002793296	0.005586592	0.005586592	0.005586592	0.002793296	0	0	0.005586592	0.005586592	0.005586592	0.011173184	0.005586592	0.005586592	0.01396648	0.008379888	0.002793296	0.005586592	0.005586592	0.01396648	0.002793296	0	0.008379888	0.002793296	0.002793296	0.019553073	0.01396648	0.025139665	0.016759777	0.019553073	0.008379888	0	0.016759777	0.011173184	0.011173184	0.016759777	0.019553073	0.016759777	0.011173184	0.002793296	0.005586592	0	0	0	0.011173184	0.002793296	0.005586592	0.01396648	0.008379888	0.008379888	0.005586592	0	0.01396648	0.008379888	0.002793296	0.002793296	0.002793296	0	0.005586592	0.002793296	0.008379888	0.002793296	0.005586592	0.002793296	0.002793296	0.002793296	0	0.005586592	0	0.005586592	0	0.002793296	0	0	0.008379888	0.01396648	0.008379888	0.002793296	0.005586592	0.011173184	0.016759777	0	0.005586592	0.002793296	0.005586592	0.008379888	0.019553073	0	0.008379888	0	0.002793296	0	0.002793296	0.002793296	0.005586592	0.019553073	0	0	0	0.008379888	0.008379888	0.01396648	0	0	0	0.01396648	0.022346369	0.005586592	0.01396648	0.008379888	0.016759777	0.01396648	0	0.01396648	0.005586592	0.011173184	0
S_enterica_LT2_RAND_705	-19.9	-27	1000	0	1	0	1	0.018181818	0.003636364	0.007272727	0.043636364	0.003636364	0.003636364	0	0.007272727	0.010909091	0.010909091	0.003636364	0.007272727	0.021818182	0.010909091	0.007272727	0.021818182	0.003636364	0.003636364	0	0.003636364	0.003636364	0.003636364	0.007272727	0.007272727	0.003636364	0	0	0	0.007272727	0.007272727	0.007272727	0.007272727	0.007272727	0.007272727	0.021818182	0.010909091	0	0	0.007272727	0.007272727	0.003636364	0	0.007272727	0.007272727	0.007272727	0.021818182	0.014545455	0.032727273	0.014545455	0.021818182	0.003636364	0	0.021818182	0.014545455	0.007272727	0.021818182	0.014545455	0.007272727	0.010909091	0	0	0	0	0	0.010909091	0	0.010909091	0.018181818	0.007272727	0.007272727	0.003636364	0	0.010909091	0.007272727	0.003636364	0.007272727	0.003636364	0.003636364	0.007272727	0	0.003636364	0.003636364	0.003636364	0	0.003636364	0	0	0.007272727	0	0.003636364	0	0.003636364	0	0	0.003636364	0.007272727	0.010909091	0.007272727	0.010909091	0.014545455	0.021818182	0	0.003636364	0.003636364	0	0.007272727	0.029090909	0	0.003636364	0	0	0	0	0	0.007272727	0.025454545	0	0.003636364	0	0.010909091	0.014545455	0.014545455	0	0.003636364	0.003636364	0.010909091	0.021818182	0.003636364	0.021818182	0.014545455	0.007272727	0.010909091	0	0.014545455	0.003636364	0.010909091	0
S_enterica_LT2_RAND_706	-58.7	-391	0	-197	0	0	0	0.008510638	0.025531915	0.004255319	0.012765957	0.012765957	0.012765957	0.021276596	0.008510638	0.008510638	0.008510638	0.004255319	0.004255319	0.004255319	0.004255319	0	0.004255319	0.012765957	0.004255319	0.008510638	0.004255319	0.012765957	0.008510638	0.017021277	0	0.008510638	0.008510638	0.017021277	0.004255319	0.004255319	0	0.008510638	0.004255319	0.012765957	0.012765957	0.004255319	0.004255319	0	0.021276596	0	0.008510638	0	0.012765957	0.004255319	0.004255319	0	0.008510638	0	0.004255319	0.008510638	0.008510638	0.008510638	0.004255319	0.004255319	0	0.004255319	0.004255319	0	0	0.004255319	0.008510638	0.004255319	0.004255319	0.012765957	0.012765957	0.017021277	0.017021277	0.008510638	0.008510638	0.004255319	0	0	0.017021277	0.012765957	0.004255319	0.008510638	0.008510638	0.008510638	0.012765957	0.012765957	0	0.008510638	0.012765957	0.008510638	0	0	0.004255319	0.008510638	0.021276596	0.017021277	0.004255319	0.008510638	0	0	0	0.004255319	0	0.012765957	0.017021277	0	0.017021277	0.029787234	0.012765957	0.008510638	0.012765957	0.008510638	0	0.017021277	0	0.004255319	0	0.008510638	0.004255319	0.008510638	0.004255319	0	0.038297872	0.004255319	0.017021277	0.004255319	0.012765957	0	0.004255319	0.004255319	0.008510638	0.008510638	0.008510638	0.008510638	0.004255319	0	0	0	0.008510638	0	0.004255319	0	0.004255319	0
S_enterica_LT2_RAND_707	-14.3	-482	1000	0	0	0	0	0	0.016129032	0	0	0	0.016129032	0	0.016129032	0	0	0	0	0.016129032	0	0	0	0	0	0.016129032	0	0	0	0.016129032	0.032258065	0	0.032258065	0.016129032	0	0	0	0.016129032	0	0.016129032	0	0	0	0.032258065	0.016129032	0	0	0	0	0	0	0	0	0.032258065	0	0	0	0.016129032	0	0	0	0	0	0.016129032	0	0	0	0	0	0	0.016129032	0.016129032	0.048387097	0.016129032	0	0	0	0	0.016129032	0.016129032	0.016129032	0.032258065	0	0	0.016129032	0.032258065	0	0	0	0	0	0	0.032258065	0	0.048387097	0.048387097	0	0.032258065	0	0	0	0	0	0.048387097	0.016129032	0	0	0.016129032	0.016129032	0	0.016129032	0	0	0.016129032	0	0	0	0.016129032	0.016129032	0	0	0	0.016129032	0.016129032	0.016129032	0	0	0.016129032	0	0	0.016129032	0	0	0	0.016129032	0	0	0	0	0	0.032258065	0	0	0
S_enterica_LT2_RAND_708	-36.3	-618	1000	0	0	0	0	0	0	0	0	0	0	0.011111111	0	0	0	0.011111111	0	0	0.022222222	0.011111111	0	0	0	0.022222222	0	0.011111111	0.022222222	0.011111111	0	0.011111111	0	0.022222222	0	0	0	0	0.022222222	0	0	0.011111111	0	0.011111111	0	0	0	0.011111111	0.033333333	0	0	0	0	0	0	0	0.011111111	0.011111111	0	0	0.011111111	0	0.011111111	0.022222222	0	0	0.011111111	0.011111111	0	0.011111111	0	0.022222222	0.011111111	0.033333333	0	0.011111111	0	0	0.011111111	0.011111111	0.011111111	0	0.022222222	0	0.055555556	0.011111111	0	0	0	0.011111111	0	0.011111111	0.044444444	0.011111111	0.033333333	0.033333333	0	0.022222222	0	0	0	0	0.011111111	0.022222222	0.011111111	0	0	0	0	0.022222222	0.022222222	0.011111111	0	0	0	0	0.011111111	0	0.033333333	0	0.011111111	0	0	0.022222222	0.022222222	0	0.011111111	0.011111111	0.011111111	0	0.033333333	0	0	0	0	0	0	0.022222222	0	0	0	0	0	0
S_enterica_LT2_RAND_709	-13.1	-21	1000	0	1	0	1	0.02739726	0.02739726	0	0	0.01369863	0.01369863	0	0.01369863	0	0.02739726	0	0.01369863	0.02739726	0	0.01369863	0	0	0	0.02739726	0	0.01369863	0	0.01369863	0	0	0	0	0	0	0.01369863	0	0.01369863	0	0	0	0	0	0.01369863	0.02739726	0	0.01369863	0	0	0.01369863	0	0.04109589	0	0	0	0	0	0.01369863	0	0.02739726	0.01369863	0.01369863	0.01369863	0	0	0	0	0.01369863	0	0	0.01369863	0.02739726	0.01369863	0.01369863	0.01369863	0	0	0.01369863	0.01369863	0	0	0.01369863	0	0	0.02739726	0	0	0.01369863	0.01369863	0.01369863	0.01369863	0.01369863	0	0.01369863	0.01369863	0	0	0	0	0	0	0.01369863	0.01369863	0	0.02739726	0.01369863	0.01369863	0	0	0.01369863	0	0.01369863	0	0	0	0	0.02739726	0	0.04109589	0	0	0.01369863	0	0.01369863	0.01369863	0.01369863	0	0	0	0.01369863	0	0.01369863	0.01369863	0	0	0	0	0	0	0	0	0.01369863	0
S_enterica_LT2_RAND_710	-144.3	0	0	0	1	0	1	0.009469697	0.005681818	0.011363636	0.003787879	0.003787879	0.009469697	0.001893939	0.003787879	0.011363636	0.007575758	0.007575758	0.001893939	0.009469697	0.003787879	0.005681818	0.001893939	0.003787879	0.007575758	0.015151515	0.001893939	0.011363636	0.005681818	0.007575758	0.001893939	0.005681818	0.011363636	0.013257576	0.003787879	0.003787879	0.005681818	0.013257576	0.009469697	0.015151515	0.007575758	0.003787879	0.011363636	0.005681818	0.013257576	0.001893939	0.007575758	0.009469697	0.011363636	0	0.009469697	0.011363636	0.011363636	0.009469697	0.003787879	0.005681818	0.009469697	0.005681818	0.003787879	0.011363636	0.011363636	0.011363636	0.005681818	0.009469697	0.003787879	0.001893939	0.003787879	0.001893939	0.007575758	0.007575758	0.015151515	0.018939394	0.018939394	0.013257576	0.015151515	0.007575758	0.003787879	0.001893939	0.013257576	0.005681818	0.005681818	0.007575758	0.011363636	0	0.013257576	0.005681818	0	0.009469697	0	0.005681818	0	0.005681818	0.013257576	0.003787879	0.011363636	0.007575758	0.001893939	0.020833333	0	0.001893939	0	0.011363636	0.007575758	0.020833333	0.022727273	0.003787879	0.011363636	0.011363636	0.003787879	0.013257576	0.003787879	0.003787879	0.007575758	0.011363636	0	0.003787879	0.003787879	0.005681818	0.013257576	0.003787879	0.005681818	0	0.013257576	0.011363636	0.013257576	0.001893939	0.009469697	0.005681818	0	0	0.015151515	0.015151515	0.005681818	0.007575758	0.003787879	0.001893939	0	0.001893939	0.009469697	0	0.013257576	0.005681818	0.005681818	0
S_enterica_LT2_RAND_711	-42.5	-1000	1000	0	0	0	0	0.006451613	0.025806452	0.025806452	0	0.006451613	0.006451613	0.032258065	0.012903226	0.012903226	0.025806452	0.006451613	0.006451613	0	0	0	0	0.012903226	0	0	0	0.006451613	0	0.006451613	0	0.006451613	0.012903226	0.012903226	0.006451613	0	0.006451613	0.012903226	0.006451613	0.006451613	0	0	0.025806452	0.025806452	0.006451613	0	0.006451613	0.019354839	0.006451613	0	0.006451613	0.006451613	0	0	0	0.006451613	0	0.006451613	0	0	0.006451613	0	0	0	0	0.032258065	0.006451613	0.006451613	0.006451613	0.006451613	0	0	0.019354839	0.019354839	0.006451613	0	0	0.006451613	0.006451613	0.012903226	0	0.006451613	0.006451613	0	0.012903226	0.012903226	0	0.006451613	0.006451613	0.006451613	0.006451613	0.019354839	0.025806452	0.006451613	0.012903226	0.025806452	0	0.012903226	0.006451613	0	0	0.006451613	0.006451613	0.006451613	0.032258065	0.006451613	0.012903226	0.012903226	0.012903226	0	0	0	0.006451613	0.006451613	0	0.025806452	0.006451613	0.012903226	0.006451613	0.012903226	0.012903226	0.006451613	0.012903226	0.006451613	0.012903226	0	0.006451613	0	0	0	0	0.006451613	0.012903226	0.012903226	0	0	0	0.006451613	0.006451613	0	0.012903226	0.006451613	0.012903226	0
S_enterica_LT2_RAND_712	-13.9	-509	783	0	1	0	1	0	0	0	0	0.013333333	0.013333333	0.013333333	0.013333333	0	0.013333333	0	0	0	0.013333333	0	0	0	0	0.013333333	0	0.013333333	0.026666667	0.013333333	0	0.013333333	0	0.026666667	0	0	0.013333333	0.013333333	0	0	0.013333333	0.013333333	0	0.026666667	0	0	0	0	0.013333333	0	0	0.013333333	0.013333333	0	0	0	0	0.026666667	0.013333333	0	0	0.013333333	0	0	0.013333333	0	0.013333333	0	0	0	0	0.013333333	0.013333333	0.013333333	0.013333333	0	0	0.013333333	0.013333333	0.04	0.013333333	0.04	0.04	0	0	0.026666667	0	0	0	0	0	0	0	0	0.026666667	0	0	0.026666667	0	0	0	0	0.013333333	0	0	0.013333333	0	0	0.013333333	0	0.026666667	0.013333333	0	0	0.013333333	0	0	0.026666667	0	0	0	0	0.013333333	0.04	0	0	0.04	0.013333333	0.013333333	0	0.013333333	0	0.026666667	0	0	0	0	0.013333333	0.026666667	0	0	0	0	0
S_enterica_LT2_RAND_714	-238.6	-840	1000	0	1	0	1	0.009720535	0.009720535	0.009720535	0.004860267	0.006075334	0.012150668	0.006075334	0.007290401	0.004860267	0.013365735	0.0036452	0.0036452	0.0036452	0.006075334	0.0036452	0.0036452	0.0036452	0.001215067	0.004860267	0.006075334	0.009720535	0.013365735	0.008505468	0.008505468	0.007290401	0.008505468	0.007290401	0.001215067	0.002430134	0.007290401	0.004860267	0.006075334	0.001215067	0.008505468	0.004860267	0.018226002	0.010935601	0.019441069	0.006075334	0.002430134	0.006075334	0.010935601	0.002430134	0.0036452	0.004860267	0.001215067	0.0036452	0.004860267	0.0036452	0.009720535	0.0036452	0.009720535	0.006075334	0.009720535	0.002430134	0.001215067	0.007290401	0.007290401	0.008505468	0.012150668	0.004860267	0.002430134	0.015795869	0.006075334	0.006075334	0.030376671	0.018226002	0.006075334	0.009720535	0.002430134	0.008505468	0.008505468	0.018226002	0.004860267	0	0.009720535	0.009720535	0.013365735	0.007290401	0.001215067	0.004860267	0.009720535	0.009720535	0.004860267	0.009720535	0.017010936	0.007290401	0.0036452	0.02308627	0.0036452	0.009720535	0.001215067	0.0036452	0	0.009720535	0.008505468	0.019441069	0.017010936	0	0.010935601	0.014580802	0.007290401	0.001215067	0.007290401	0.004860267	0.014580802	0.007290401	0.002430134	0.008505468	0.010935601	0.013365735	0.006075334	0.007290401	0.015795869	0.002430134	0.009720535	0	0.013365735	0.0036452	0.006075334	0.004860267	0	0.004860267	0.010935601	0.007290401	0.002430134	0.001215067	0.006075334	0.0036452	0	0.012150668	0.009720535	0.004860267	0.014580802	0.002430134	0.001215067	0
S_enterica_LT2_RAND_715	-80.5	-570	1000	0	0	0	0	0	0.008356546	0.002785515	0.011142061	0.008356546	0.019498607	0.022284123	0.002785515	0.008356546	0	0	0.005571031	0.005571031	0.011142061	0.005571031	0.005571031	0.002785515	0.002785515	0.016713092	0	0.011142061	0.011142061	0	0.019498607	0.008356546	0.016713092	0	0.002785515	0	0.002785515	0.005571031	0.013927577	0	0.005571031	0.011142061	0.016713092	0.005571031	0.013927577	0.002785515	0.011142061	0.005571031	0.008356546	0.002785515	0.005571031	0.002785515	0	0.002785515	0.005571031	0.002785515	0.016713092	0.002785515	0.002785515	0.005571031	0.008356546	0.005571031	0.002785515	0.008356546	0.011142061	0.005571031	0.016713092	0.002785515	0	0.013927577	0.002785515	0.008356546	0.022284123	0.022284123	0.002785515	0.005571031	0.002785515	0.005571031	0	0.019498607	0.011142061	0.002785515	0.005571031	0.008356546	0.005571031	0.005571031	0.005571031	0.016713092	0.008356546	0.005571031	0.016713092	0.013927577	0.011142061	0.008356546	0.008356546	0.011142061	0.002785515	0.002785515	0.008356546	0	0	0.008356546	0.013927577	0.008356546	0.013927577	0	0.008356546	0.008356546	0.013927577	0	0.002785515	0.013927577	0.011142061	0.005571031	0.005571031	0.016713092	0.005571031	0.002785515	0.011142061	0.016713092	0.008356546	0.008356546	0.005571031	0.005571031	0.013927577	0	0.002785515	0.005571031	0.005571031	0.008356546	0	0.011142061	0.013927577	0.008356546	0.013927577	0	0	0.011142061	0.005571031	0	0.011142061	0	0.005571031	0
S_enterica_LT2_RAND_716	-5.8	-1000	1000	0	0	0	0	0	0.011764706	0	0	0.023529412	0	0.023529412	0	0	0	0.011764706	0	0	0.011764706	0.011764706	0.011764706	0.011764706	0.011764706	0.011764706	0.011764706	0	0	0	0	0.035294118	0.023529412	0	0	0	0	0.035294118	0	0	0.011764706	0.011764706	0.011764706	0	0	0.011764706	0	0.011764706	0	0	0.023529412	0.011764706	0.011764706	0	0	0	0.011764706	0	0.023529412	0.023529412	0.011764706	0	0.011764706	0.035294118	0	0	0.011764706	0.011764706	0	0	0.011764706	0.011764706	0.023529412	0	0	0.035294118	0	0	0	0.011764706	0	0	0	0	0	0	0	0	0.023529412	0.011764706	0.011764706	0.011764706	0.023529412	0	0	0	0.011764706	0.011764706	0	0	0	0	0	0.035294118	0.011764706	0	0	0.011764706	0.011764706	0.023529412	0	0.011764706	0.011764706	0.011764706	0	0	0	0.011764706	0	0.011764706	0	0	0	0	0	0	0	0	0.011764706	0	0.047058824	0.023529412	0.011764706	0	0	0	0	0.011764706	0	0.011764706	0.035294118	0	0	0
S_enterica_LT2_RAND_717	-20.5	0	1000	0	1	0	1	0.02919708	0.00729927	0.00729927	0.01459854	0	0.00729927	0.01459854	0.00729927	0	0.00729927	0	0.01459854	0	0.00729927	0.02919708	0	0	0.00729927	0	0	0	0.01459854	0.00729927	0	0.00729927	0.02919708	0.01459854	0	0	0	0.00729927	0.01459854	0	0	0	0.00729927	0	0.00729927	0.00729927	0	0.00729927	0.00729927	0	0	0.01459854	0.00729927	0	0	0	0	0.00729927	0.00729927	0	0.00729927	0.02189781	0.01459854	0	0.00729927	0.00729927	0.00729927	0.00729927	0	0.00729927	0.02189781	0.01459854	0.01459854	0.00729927	0	0	0	0.01459854	0.01459854	0.00729927	0.02919708	0	0.00729927	0.00729927	0.02919708	0	0	0.00729927	0	0.00729927	0	0.02919708	0.04379562	0	0.01459854	0.02189781	0	0.01459854	0	0	0	0.00729927	0.00729927	0.00729927	0.02919708	0.00729927	0	0.02189781	0.00729927	0.00729927	0	0	0.00729927	0.00729927	0	0.01459854	0.01459854	0.02189781	0.02189781	0	0.00729927	0	0.00729927	0.00729927	0.01459854	0.00729927	0.00729927	0.00729927	0.00729927	0	0	0.00729927	0.00729927	0	0	0	0	0	0.00729927	0	0.00729927	0.00729927	0.00729927	0
S_enterica_LT2_RAND_718	-41.67	-631	1000	0	1	0	1	0.003076923	0.006153846	0.006153846	0.003076923	0.006153846	0.003076923	0.012307692	0.012307692	0.003076923	0.006153846	0.006153846	0.003076923	0.012307692	0.006153846	0.012307692	0.003076923	0.006153846	0.003076923	0.009230769	0.009230769	0.009230769	0.003076923	0.003076923	0	0.012307692	0.024615385	0.012307692	0	0.006153846	0.003076923	0.009230769	0.003076923	0.003076923	0.003076923	0.003076923	0.015384615	0.009230769	0.012307692	0.003076923	0	0.012307692	0.006153846	0.003076923	0.003076923	0.003076923	0.006153846	0.006153846	0.003076923	0.006153846	0.006153846	0.006153846	0.006153846	0.009230769	0.015384615	0.009230769	0.009230769	0.015384615	0.012307692	0	0.018461538	0.003076923	0.012307692	0.006153846	0.006153846	0.003076923	0.024615385	0.009230769	0.009230769	0.009230769	0.006153846	0.006153846	0.015384615	0.018461538	0.009230769	0	0.006153846	0.003076923	0.012307692	0	0.003076923	0	0.015384615	0.006153846	0.006153846	0.018461538	0.027692308	0.009230769	0.003076923	0.015384615	0.015384615	0.015384615	0.006153846	0.003076923	0	0.003076923	0.006153846	0.006153846	0.012307692	0.003076923	0.006153846	0.012307692	0.003076923	0.006153846	0.003076923	0.006153846	0.009230769	0.006153846	0	0.015384615	0.006153846	0.009230769	0.009230769	0.006153846	0.015384615	0.003076923	0.009230769	0.012307692	0.009230769	0	0.009230769	0.003076923	0.009230769	0.003076923	0.006153846	0.003076923	0.006153846	0.003076923	0.003076923	0	0	0.006153846	0.021538462	0.006153846	0.009230769	0.003076923	0	0
S_enterica_LT2_RAND_719	-7.1	-362	926	0	1	0	1	0.014285714	0.028571429	0	0	0.014285714	0.028571429	0	0	0	0	0	0.014285714	0	0	0	0	0	0.014285714	0	0	0.042857143	0	0	0	0.028571429	0	0.028571429	0	0	0	0	0	0.014285714	0	0	0.028571429	0	0.014285714	0	0.014285714	0	0	0	0	0.014285714	0	0	0.014285714	0.028571429	0	0.014285714	0.014285714	0.014285714	0.014285714	0.014285714	0	0	0	0	0	0	0	0	0.028571429	0.014285714	0.028571429	0.014285714	0.014285714	0	0.014285714	0	0.028571429	0.014285714	0	0	0.014285714	0	0	0	0.014285714	0	0.014285714	0.028571429	0	0	0.014285714	0	0	0.014285714	0	0.028571429	0.014285714	0	0	0	0	0.014285714	0.028571429	0	0.014285714	0.014285714	0.014285714	0	0.014285714	0	0	0.028571429	0	0	0	0.014285714	0.014285714	0.028571429	0	0.014285714	0	0	0	0.014285714	0	0	0	0	0	0	0	0.014285714	0	0	0.014285714	0	0	0	0.028571429	0.014285714	0	0
S_enterica_LT2_RAND_720	-23.4	-1000	1000	0	0	0	0	0	0	0	0	0	0	0	0.013333333	0	0	0	0.013333333	0.013333333	0	0.026666667	0	0	0	0	0.013333333	0.013333333	0	0	0.013333333	0.013333333	0	0	0.026666667	0	0	0.013333333	0	0	0	0.013333333	0	0.013333333	0	0	0.013333333	0	0	0	0	0.013333333	0	0.013333333	0.013333333	0.013333333	0	0	0.026666667	0.013333333	0.04	0	0.013333333	0.013333333	0.013333333	0	0	0	0	0	0.013333333	0.013333333	0.013333333	0.013333333	0	0.013333333	0.013333333	0.013333333	0.026666667	0	0	0	0	0	0.013333333	0	0.013333333	0	0.013333333	0.026666667	0	0.026666667	0.013333333	0.013333333	0	0.013333333	0	0.04	0	0	0	0	0	0.026666667	0.026666667	0	0.013333333	0	0	0.013333333	0.013333333	0	0	0.04	0	0	0	0.026666667	0	0.026666667	0.013333333	0	0.013333333	0	0.013333333	0	0	0.013333333	0	0	0.04	0	0.013333333	0	0	0	0	0	0	0.013333333	0	0.013333333	0.013333333	0
S_enterica_LT2_RAND_721	-17.3	-655	1000	-56	0	89	1	0.055172414	0.020689655	0.020689655	0.034482759	0.006896552	0.006896552	0	0.013793103	0.006896552	0.006896552	0.027586207	0.013793103	0.013793103	0.013793103	0.013793103	0.013793103	0.013793103	0.020689655	0	0.013793103	0.020689655	0.020689655	0	0.006896552	0	0	0	0	0	0.006896552	0	0.006896552	0.006896552	0	0	0.006896552	0	0	0	0	0	0.027586207	0	0	0.006896552	0.027586207	0.013793103	0.006896552	0.013793103	0.034482759	0	0.006896552	0.013793103	0	0.006896552	0	0.020689655	0.013793103	0.013793103	0.006896552	0.006896552	0.013793103	0.027586207	0	0.006896552	0	0	0.006896552	0.013793103	0	0	0.013793103	0	0	0	0	0	0	0	0.006896552	0	0.006896552	0	0	0	0	0	0	0	0	0	0	0	0	0.006896552	0	0.006896552	0	0.006896552	0.020689655	0.006896552	0	0	0.006896552	0	0	0	0.006896552	0	0	0	0	0	0	0	0.006896552	0	0	0	0.006896552	0.006896552	0.020689655	0	0	0.013793103	0	0.055172414	0.027586207	0	0.027586207	0.027586207	0	0.006896552	0.020689655	0	0.006896552	0
